Complaint_id,Complaints,Category,Intent
C004303,"The app is good but why is it that whenever I subscribe for data I'm been charged double the data I used if not more. I really hope this is rectified very soon, line suddenly barred from making calls with message requesting NIN update.",SIM Services,sim_barred_nin
C004304,"I would have love to rate this app 5 star but since the day palmpay agent hacked my sister account and I sent 19 thousand naira to her without knowing her account as been hacked by palmpay agent and I couldn't get the money back and palmpay wasn't responding to their mails and no where to complain, since then I lost trust in the app because of fraudulent activities and nowhere to complain since on May-29-2024 the hacked account is still active without blocking it after so many complains....",Fraud,reported_scam
C004305,"can I ask you people a question? why isn't the YouTube night data not working anymore? why do I keep recharging, and the YouTube data keeps increasing but it's completely useless for the night usage. please remove it, if it's not useful. it makes me really angry, when I choose to use YouTube at night and it's my actual data that's being deducted, got a fraudulent call asking me to pay money to unblock my phone line.",Fraud,reported_scam
C004306,You all are criminals 😡 how can I buy data worth 3000 and it didn't even last up to 2 hours and you said it will last for 30 days.. I'm done with you fraud,Fraud,reported_scam
C004307,"Best financial app ever. Fast and reliable, but your customer service is too poor and slow. Please you guys should do something about your customer service response, then I received a suspicious phishing text claiming my bank account is blocked via this line.",Fraud,reported_scam
C004308,"be careful with palmpay. I downloaded this app on Tuesday, credited it. Next thing they told me they suspect fraud.They ask for my ID and ATM tie to d acc that in 2 hours they will unfreeze my acc.I have sent.up till now they refuse to unfreeze my acc. They kept telling me they are working on it. I suspect they have sent my cash. Please if you money in there go and withdraw it, before your own acc is frozen",Fraud,reported_scam
C004309,"UBA Bank network is very bad, Since friday till now, my credited amount has not showed up on my Availiable balance, and immediately an unknown caller pretending to be customer care called demanding my SIM OTP.",Fraud,reported_scam
C004310,I try to link my bvn but it brings something like :this bvn is already registered and cannot be used again please use a different id verification,SIM Services,sim_barred_nin
C004311,"Very poor app, I sent 10cedis airtime to my palmpay account, my money was deducted from my mobile wallet but never reflected in my palm pay wallet, and also I have not been receiving points again when I buy airtime and una just auto-renewed caller tune without my consent, kindly stop this unsolicited VAS debit.",Billing & VAS,forced_subscription
C004312,"I downloaded the app to get my free 1gb,was told it expired and I could get it through recharging. That didn't happen afterall. I gifted data to my brother for a week from my available credit, I was debited, but he didn't get it and his system was entangled. I bought credit online, with a promise of another bonus. The money was taken from my account, but my airtel acct was not funded, and of course, no bonuses. I had to recharge manually. For 2 days now, not been able to open the app. Wetin na?",Billing & VAS,unexplained_deduction
C004313,"It's very slow and annoying. i tried to recharge through the app, it showed successful but nothing in my account. I've checked my balance over and over but nothing yet, there is completely no service or network bar in this location since yesterday.",Network Quality,total_outage
C004314,"Access Bank are thieves and nothing more, I recharged using the app since on the 22nd of March and till date I haven't seen the recharge neither have I been refunded... Not only that, I was debited #17 thousand plus and when I went to the bank to complain nothing was done, 17thousand gone like that.. Bank is supposed to be a place where your money is safe but Access Bank isn't, bunch of criminals working there.. Access Bank are thieves thieves thieves. Run for your life and bank with other banks, but I cannot make calls because customer care barred my SIM without prior notice.",SIM Services,sim_barred_nin
C004315,"Very bad, period! Very slow and defective. How can a telecom company fail in designing a simple app? MTN grow up it's not all about the money. Get it right in nigeria, at least.",Mobile Data,slow_internet
C004316,This app is great but am sorry your customers are very poor which cus I don't understand why you guys haven't update my account for the past 2 weeks after I submitted my NIN and every other necessary documents required. You guys gave me 2 working days but it's still pending. Chatted you guys Many times on Twitter but nobody responded to me.. if that's how you guys behave then maybe I will continue with my Access bank cus I don't understand why my account hasn't been upgraded for the past 2weeks,SIM Services,sim_barred_nin
C004317,"Your app keeps on telling me ""wrong pin code"" wheb making a transaction despite me alwahs typing my pin correctly...it only accepts when i leave a 1 second gap between each number when filling in my pin.i have to be very slow for it to accept...please sort it out.Your previous versions were upto speed not this one",Mobile Data,slow_internet
C004318,Since updating the app I've not been able to perform any transaction or even see my balance.... The network issues in this app is messed up and its too much and now auto-renewal is debiting my airtime despite sending STOP to deactivate this service.,Billing & VAS,forced_subscription
C004319,"Since this app was updated we can't do anything with it anymore. It's so slow, can't purchase data. I don't understand",Mobile Data,slow_internet
C004320,"Sincerely speaking; this app needs to be checked on because it's so annoying. Problem logging in everytime. You can't use this app in an emergency situation if you're out of cash because it will definitely disappoint!. There's no point introducing an app you can't manage properly. You can't have a good rating from me at all! My 2000 Naira recharge airtel recharge is still hanging because of this thing you called an app. No reversal, kindly unbar my SIM line, I have already updated my NIN credentials at your center.",SIM Services,sim_barred_nin
C004321,"pls sort out mtn signal in akure, we can't make calls or receive otp codes.",Network Quality,frequent_call_drops
C004322,"This app is a nightmare. Logging in takes 15mins, and even after getting in, the login page still lingers for another 5-10mins before disappearing—sometimes asking me to log in again. When I finally get to the Send Money section, it’s just blank. My network is fine, so what’s the excuse? UBA, please fix this app. It’s always one issue or another. I'm stuck with USSD banking and that too is another story for another day, then una start deducting 50 naira daily for magic voice subscription that I never requested.",Billing & VAS,forced_subscription
C004323,"Silly app..been downloading it but it has never opened... always notifying me that there's a network connection...I'm always packed with data buaana..you don't even deserve that one star, but I cannot make calls because customer care barred my SIM without prior notice.",SIM Services,sim_barred_nin
C004324,"I downloaded your app and I opened an account and I started transactions immediately, you have a good network keep it up but when it comes to the part of the reward it never work you have been sending me notice that you gift me with so so amonut but when I try to view it it never open talkless of having the amount added to my balance and my line was disconnected, stating my NIN registration status is invalid.",SIM Services,sim_barred_nin
C004325,Very poor app.. Still unable to buy data till now.. can't view my data balance.. very disappointing ☹️☹️ and frustrating 😤😤😤😤,Billing & VAS,unexplained_deduction
C004326,"I honestly wouldnt recommend this app or bank services to anyone. For some reason they put you on long hold when you call tjeir customer caee while deducting from your airtime and also, they deduct your money for odd reasons and when you call to complian you are placed on hold for so long. My money was deducted for the upteempt time i go to tjeir bank im made to wait under the sun i send them a msg on IG i got a very rude response. And yet no explaniation or reversal. Ver poor customer service, but I cannot make calls because customer care barred my SIM without prior notice.",SIM Services,sim_barred_nin
C004327,1. Difficulty in navigating the app due to its complex menu structure. 2. Difficulty in understanding the various features and functions of the app. 3. Difficulty in loading the app due to slow internet connection. 4. Difficulty in troubleshooting and resolving technical issues with the app. 5. Difficulty in making payments within the app. 6. Difficulty in locating the customer service section within the app. Please fix the app,Mobile Data,slow_internet
C004328,Opay has been effective ever since I started using it.. but I have been debited 4 times for my 1200 mobile data recharge and it hasn't been refunded till now.. please adjust that and resolve my issues and the SIM was blocked with an error message saying NIN linkage is required immediately.,SIM Services,sim_barred_nin
C004329,My 9mobile line is not opening any webpage even after rebooting phone several times.,SIM Services,sim_barred_nin
C004330,"I really don't understand why you people stress your customers with no just reasons. if I'm left with no option with this stressful means of verify my bank app I'll just spend the money in their to recharge my phone then ditch the account for life, but my phone calls keep dropping abruptly every 30 seconds.",Network Quality,frequent_call_drops
C004331,To even Signin is a problem. Keeps telling me to tryagain.. And i have data ooo. If i now use Gmail option it keeps bouncing me back to d app without signin Wack app... The old one is better than this by far,Mobile Data,abnormal_data_drain
C004332,"Pls you guys should try to upgrade your app and ussd services too. If I try recharging from the app or even ussd they deduct my money without giving me my recharge card, this have been happening countless times. Even if I try buying electricity token sometimes it doesn't come and they deduct my money. You guys should pls see into this because I'm feed up, line suddenly barred from making calls with message requesting NIN update.",SIM Services,sim_barred_nin
C004333,"I've been unable to login to the app. It is telling me no internet and my data is always on I don't run out of data. I want to transfer my money, I can't due to me not been able to login and I don't have ATM card, neither do my ussd code work. I'm fed up coz I have been on it for about 8 hours now and airtime keeps disappearing daily due to forced CRBT ringback tune deductions.",Billing & VAS,forced_subscription
C004334,"The most frustrating app you can think of. I'd give this 0 stars if I could. Tried logging in this morning to buy data, it's telling me ""service unavailable"". Plus other things I can't talk about. When you need the app most, it misbehaves. AVATAR MTN. ⚠️ Don't install if you have anger issues please",Mobile Data,abnormal_data_drain
C004335,"They managed to make it worse after updating. The old interface was simple and clean which made it easy to view data balance (and other information). This new interface is cluttered and just horrible, please investigate this line because con artists are using it to impersonate telecom agents.",Fraud,reported_scam
C004336,"This app is horrible. I downloaded it a few days ago and sent some fund into it. Today, I wanted to make a transfer, but I couldn't because the banks are not displaying so I couldn't select my bank. I also wanted to recharge a line with airtime and it was telling me my PIN is incorrect—the same PIN I'm using to log in successfully. Coming here to check if there's an update to the app, I can't find anything. Signing up on this app is so disappointing. Fix up. I need to move out the fund asap and una just auto-renewed caller tune without my consent, kindly stop this unsolicited VAS debit.",Billing & VAS,forced_subscription
C004337,The process of recharging is a very long one. Do I have to do online transaction with my card each time I want to recharge when I can easily use my mobile banking app to recharge right away. It would have been better if one could simply deposit money into my airtel app and can recharge without recourse to one's card. Meanwhile the 20% bonus seems not to be true when I used the app so I don't see any need keeping it,Billing & VAS,unexplained_deduction
C004338,"This app stopped working on my phone just before your last Jumia anniversary and till today it keeps telling me to connect to internet,I've deleted and downloaded the app again and no change even after sharing the complaint... what could be the issue, now every business call I make cuts off unexpectedly, please check your transmission mast.",Network Quality,frequent_call_drops
C004339,"5k I sent as recharge for my phone has not reflected also the money transferred to my account from different people are still pending...it's so annoying and you guys are not reachable on all platforms, and a scam message came in offering fake lottery winnings with a malicious link.",Fraud,reported_scam
C004340,"Can Samsung copy text from picture? Measurement nkor ? Level nkor You can convert your calculator to convert anything like currency,Energy,Angle,Yard,Data,Time etc Abeg iPhone get future pass any android jare Samsung can do all that. My post isn't to drag iPhone and Samsung. Dude I just wrote features of Samsung same way I'll be making a thread on features of iPhone too. I know you're a Tecno, infinix or itel user. Na una dey always jump come out to embarrass una selves online like this like the first commenter who just disgrace himself. iPhone users and Samsung users no dey even talk much at all. I created a thread on features of phones, you dey feel insecure already with your Tecno",Mobile Data,abnormal_data_drain
C004341,"The app debits me anytime I try to recharge, and the airtime never gets to my SIM card. Customer service is virtually unresponsive, and it takes ages for the transaction to be reversed, line suddenly barred from making calls with message requesting NIN update.",SIM Services,sim_barred_nin
C004342,"This has been very disappointing. I can't topup on airtime without signing up on Flexicredit, and its not giving the option of recharging from my account, and a scam message came in offering fake lottery winnings with a malicious link.",Fraud,reported_scam
C004343,Ever since I downloaded this new app it hasn't been working like the previous own I can't see my balance and se transfer history nothing just nothing to do with the app my network is great I don't know the issue of this app it sucks and my voice call keeps muting and dropping due to unstable cell coverage.,Network Quality,frequent_call_drops
C004344,"The app has been getting better, but I must say this: the app freezes a lot. I expect something more solid from a company like MTN. Sometimes I have to uninstall and reinstall to get things to work. Please review your technical architecture of this app. This is supposed to be a must have app for every Nigerians. The performance we are getting from this app is unacceptable. Thank you. Looking forward to your next update",SIM Services,sim_barred_nin
C004345,"This app is having network issue.. how can I use my card to pay for something and I get debated, but the beneficiary was not created, Last last, you will be stocked in embarrassment... I have been trying to withdraw my target Saving to my PALMPAY account, but so many stupid story's follows. It's zero for me. Their network has failed and it's not up to standard anymore.. this is not the PALMPAY I know before, now it has turned to somthing else only to find out you enrolled my line into an unauthorized game club service and deducted my balance.",Billing & VAS,forced_subscription
C004346,"The bank app has been working fairly okay but it's gotten worse in recent days. I can't open the app at all! Keeps telling me 'warning, network request failed' every time. This is embarrassing and should be fixed. I should be able to rely on the app for seamless transactions, but my line was barred despite submitting my NIN details for verification last week.",SIM Services,sim_barred_nin
C004347,"Tge app is nice, no doubt. Makes a lot of transactions easy. But please, how can I share airtime with the app?? Because that was my main reason for downloading it",Billing & VAS,unexplained_deduction
C004348,"Not good enough, could not share data and recharge card among my registered sim on the mobile app, then I received a suspicious phishing text claiming my bank account is blocked via this line.",Fraud,reported_scam
C004349,I can't even get through the Request OTP phase..it keeps telling me my glo number is wrong...number that I use everyday...and I thought MTN app was the worst!,Mobile Data,abnormal_data_drain
C004350,"I can never understand why MTN with unlimited resources can't put together a basic app that helps with user account management. It's clear they don't care about what the users truly wants/need but are only obsessed with shoving their services down their throats. I have tried using this particular App for more than 5years now and it's the same story every year. I install the app, try using it, get frustrated and uninstall it. Same thing with MOMO. JUST GIVE US A SIMPLE AND LITE APP. How hard?",Network Quality,total_outage
C004351,"Airtel nowadays has really become non functional. The Airtel Mastercard services have been down for almost 1 month. When you call them, they respond that there is a problem with this service and they are trying to rectify it as soon as possible. There is no timeline given to solving the problem. I personally called the operator for assistance more than 4 times, also wrote an email. The only response I get is that there is a problem and they are solving it. Thinking of changing my network",Mobile Data,slow_internet
C004352,"Not so impressed with this app. A lot of features missing on this new app. The MTN prestige badge for instance, is nowhere to be found. Then there used to be a personal profile section which contains vital details including PUK, date when the SIM was first registered, etc. That's now missing from this upgraded version. Also when checking transaction history, no place to set the period of displayed transactions. MTN should revert to previous app, or seriously improve on this new upgrade.",SIM Services,sim_barred_nin
C004353,Borrow me data credit was deducted twice when I loaded fresh voucher on my Glo sim.,Billing & VAS,unexplained_deduction
C004354,Am giving it one star because it is wastage of time after downloading it won't work it keeps on saying connect to airtel internet yet you are using airtel sim card and data i regret downloading and I cannot complete one single voice call without the network cutting off suddenly.,Network Quality,frequent_call_drops
C004355,"My account is frozen, added my nin and also upgraded my nimc (enrollment transaction slip) so to upgrade to KYC 3 but your system says my personal information doesn't match the information linked to the ID but everything's same. This is a big excruciating stress and the opay customer service would never write back on whatsapp or be at your aid.",SIM Services,sim_barred_nin
C004356,why can't glo work on this app it keeps misbehaving every time is not every opening why? improve more what disappointment is all this,SIM Services,sim_barred_nin
C004357,"I made a transaction on POS and been debited, i called ur customer care number they said after i week my money will be reverse back and i never seen the money going to 10 days now, they keep telling me they don't know when they will return the opay na scammer? They never refund my money over 3 weeks now and my SIM was restricted with prompt to visit office for NIN biometric capture.",SIM Services,sim_barred_nin
C004358,There have been a lot of updates the last few months which has made the use of the app so horrible.... I have been trying to unlink my phone numbers for the past six months all to no avail.. Good design and bad functionality... You think anyone would love to spend upto a minute on an app for Internet subscription no that's why people keep complaining cos sometimes we spend 20mins without solving our problems,Mobile Data,abnormal_data_drain
C004359,It good but I remember the time when I recharged airtime they debited me but I didn't receive airtime and there is a total network blackout in this whole area with no service at all.,Network Quality,total_outage
C004360,"My account can't be found when someone want to send me money,the network is so bad and frustrating. My referral earn was not given to me after my referral link was used to open a new account. I continue to get continuos notifications for any transaction I make and that's annoying. I wish I didn't upgrade the app, then I received a suspicious phishing text claiming my bank account is blocked via this line.",Fraud,reported_scam
C004361,9mobile network coverage in Akure is totally useless. No single signal bar inside house.,SIM Services,sim_barred_nin
C004362,Comcast does not disclose the Internet speed I'm paying for anywhere on my bill or online,Mobile Data,slow_internet
C004363,"No thanks. recharge card is not delivering, please investigate this line because con artists are using it to impersonate telecom agents.",Fraud,reported_scam
C004364,"Don't ever make mistake of taking loans using this platform. daylight rubbery and extortion more than 35% hidden interest in place of 10 or 15% you initially agreed on. This is the most fraudulent platform when it comes to loan. I don't advice anyone to ever make mistake of taking loan using opay. Otherwise, Every other thing about the platform is awesome 👍 great speed when it comes to transactions. Sending and receiving money made easy and convenient with high level of security, and I was sent a fraudulent SMS asking for my USSD transaction pin.",Fraud,reported_scam
C004365,Am giving you 1 start because am using an airtel sim to browse normal and i used to download the App but unpportunately the app failled to open. You do need an improvement but my airtime was forcefully deducted for a daily horoscope service I never opted into.,Billing & VAS,forced_subscription
C004366,Whoever advice you guys to change the user interface does not mean well for you. I have never had difficulties in opening my app before but battling to open the app for the past 4days till now even after update. I couldn't transfer data daughter nor have access to the app. This is wack and you don't even deserve a single from me,Mobile Data,abnormal_data_drain
C004367,The last update was terrible. I can't see my linked numbers or know the data balance,Billing & VAS,unexplained_deduction
C004368,"In the transaction tab, each transaction is no more detailed like before, all they show is ""transaction number, balance after transaction""....what if i need to show someone the receipt of money i sent to him and i forgot to get the receipt immediately after the transaction. Does that means i have no proof of the money i sent? The receipts you give immediately after transactions should be the same in the transactions tab and there should be a ""share receipt"" in the transaction tab also Thanks, then I received a suspicious phishing text claiming my bank account is blocked via this line.",Fraud,reported_scam
C004369,I've downloaded the app. I think it's cool but I'm yet to get the 1GB data even after the OTP has been verified. Kindly check that ASAP. Thanks and I cannot complete one single voice call without the network cutting off suddenly.,Network Quality,frequent_call_drops
C004370,Why can't I see my data balance on the app? What's the use of an app if I still need to use a code and wait endlessly to see my data details. Also I can't change tariff plans. 😤 Still a terrible app. Why is it so hard to cancel an auto renewal???? Auto renewal I didn't ask for.,Billing & VAS,unexplained_deduction
C004371,"I am unable to set up the app on the my phone. The response i keep receiving is ""Dear Customer, to register you need to have an Airtel sim in the device and data connection and my voice call keeps muting and dropping due to unstable cell coverage.",Network Quality,frequent_call_drops
C004372,"Sending money abroad option is not working. You'll just get a retry message, try try try and try,... FINALLY YOU GET THIS MESSAGE: Transaction failed, second MSISDN is not registered in mobiquity network. I WOULD RATE IT 5* , but because of this error, I am giving it 3*. Other options worked perfectly for me. I like Airtel and hope you'll rectify this error very soon,...",Mobile Data,slow_internet
C004373,Glo has the worst network in Nigeria. There's network this minute and the next minute no network. Very frustrating 😤 😞,Network Quality,total_outage
C004374,"they describe the app as best but you can't do anything like changing your profile, edits your birthday many things you can't do , and when you call customer service after a long time waiting to hear from the person, he or she will ask u to make go to the nearest office ,even bank can solve your problem online nah MTN dey too big 🙄🙄🙄🙄🙄",Network Quality,frequent_call_drops
C004375,"App is great IF you have high speed Airtel data. If you live where there is no high speed data provided be Airtel, this app is virtually useless. *** Suggestion for developer, allow the app to be used on any data connection. After all you want to encourage people to use the app. *** Second suggestion, provide high speed data service where I live.",Mobile Data,slow_internet
C004376,"This is the worst app ever I borrowed 27,500and the money am supposed to pay is 37,415 for a month and they even auto debited my account with 39,788.88 Because they call me and I told them that will make payments because of my GTB account was having network issues so I called them later in the evening that I would make payments tomorrow morning but little did I know that they will auto debit my account. Please 🙏I beg you in the name of God don't download the app only to find out you enrolled my line into an unauthorized game club service and deducted my balance.",Billing & VAS,forced_subscription
C004377,Your data consumption matrix is pure thievery... How do I consume 2GB in less than 10 minutes with No Apps Running and restricted background activity and now auto-renewal is debiting my airtime despite sending STOP to deactivate this service.,Billing & VAS,forced_subscription
C004378,"This app is very useless,after making me mistakenly recharge my line 3000 from O card I can't rest did I tell you people I needed the money? Once I pay off I'm uninstalling this app and the SIM was blocked with an error message saying NIN linkage is required immediately.",SIM Services,sim_barred_nin
C004379,"I recommend this app for others but the reason I gave it 3 stars is most of the time,its will slow to show my data immediately I request for it.",Mobile Data,slow_internet
C004380,"Your customer service is the worst I have ever seen on planet earth. Very unprofessional, too slow, less concern, they need training or retraining. They have never solved w problem for me ever since I start contacting them, that I have to abandon Opay for Kudi, there is completely no service or network bar in this location since yesterday.",Network Quality,total_outage
C004381,"Hello all of you I made a payment of 500 now, my payment was not even confirmed And my money has been deducted from my bank account I didn't see any data",Mobile Data,abnormal_data_drain
C004382,"The app is doubling my actual bundles balance when in reality there no so when using the internet if i check from the app it is showing 4GB but in reality is 2GB, and a scam message came in offering fake lottery winnings with a malicious link.",Fraud,reported_scam
C004383,"The first time i used this app it was ok but this morning i tried transfer from this app to two of my accounts and the money was successful infact my wallet has been debited but dince morning my two accounts have not been credited and the money is needed for a payment which deadline is today , your customer care has refused to pick the call, even the live chat and e-mail just seems useless. Please rectify the issue because i still have a huge amount on the wallet nd i dnt knw to do and una just auto-renewed caller tune without my consent, kindly stop this unsolicited VAS debit.",Billing & VAS,forced_subscription
C004384,"I haven't been able to use the app to buy data for a very long time even if my available balance is higher than the data plan, it still shows insufficient funds Please fix this",Billing & VAS,unexplained_deduction
C004385,"i give them 3 star because sometimes they normally offend me my auto renewing my airtime which i didn't ask them, imagine one thousand that someone send to me for morning food, Palmpay just went ahead to use it and buy card for me if not for God hungry nearly kill me that day, please investigate this line because con artists are using it to impersonate telecom agents.",Fraud,reported_scam
C004386,"My main reason for downloading this app was to get the 1gb data but till now I have not been credited with it........ I need my data, kindly unbar my SIM line, I have already updated my NIN credentials at your center.",SIM Services,sim_barred_nin
C004387,"You guys are scammers, why is it that Everytime someone owes you people is the only time you talk to the person, I have sent money yesterday through your app and I'm still yet to be credited, this is the not the first time this is happening, just try and resolve this issue this time because I'm not going to let it pass this time around, when I call your so called customer service line you guys will hang up on me without saying anything, just refund my money into my account or credit my other acc, call ended unexpectedly keeps showing every time I dial any line.",Network Quality,frequent_call_drops
C004388,"Very frustrating network. They can disappoint you when you need them most during important transactions. I think asides the unexplainable charges from traditional banks, they are still safer and reliable than Kuda, then I received a suspicious phishing text claiming my bank account is blocked via this line.",Fraud,reported_scam
C004389,"Carbon is a great application, easy to use in transfer of funds, recharge and pament of bills. As per granting of loans, i have issues with the application. my first application was granted (15k) which i paid back begore due date but since then i have not been able to assess another loan. Quite discouraging. they kept citing credit report and i have never taking any loan from any bank, please investigate this line because con artists are using it to impersonate telecom agents.",Fraud,reported_scam
C004390,The app should display airtime and data balance without stress,Billing & VAS,unexplained_deduction
C004391,Pls unbar my Glo line. I have uploaded my NIN slip on the app three times already. Pls help!,SIM Services,sim_barred_nin
C004392,"I tried to log into the MTN app using my phone number, but I encountered repeated issues. Despite entering the OTP codes sent to me, I was unable to log in after multiple attempts (around 10 times). The app was very slow and unresponsive, which was quite frustrating. Due to these problems, I gave it a low rating. I hope this gets addressed soon.",Mobile Data,slow_internet
C004393,You asked that I update the app which I did. Now I can't even get what I want because you have not uploaded your items... Its fraustrating and really annoying... I can't even buy anything buy at all because nothing is uploading... I can't do anything on the app since I updated it. Please try to review and solve the problem. I need to get some things from the app... Is there a network issue or what? Please do let me know so I can buy from other app instead of waiting for too long. Thanks to you and airtime keeps disappearing daily due to forced CRBT ringback tune deductions.,Billing & VAS,forced_subscription
C004394,"What rubbish i downloaded the app thinking of the free 1gb and when i checked the data balance they were showing me expired 1gb what rubbish im going to stop using Airtel and tell my friends and I family to also stop, but every outgoing call disconnects immediately the other party picks up.",Network Quality,frequent_call_drops
C004395,"Kudos for the speed. But I can't access my SIM pack details again (e.g, PUK, the year the SIM was activated etc) This was possible in the former. Please effect the feature. Thanks.",Mobile Data,slow_internet
C004396,"The app is really good just that the charges are much when credited and debited And also it has network issues most times But in all the app is good, now our entire estate has zero network reception, mast seems completely down.",Network Quality,total_outage
C004397,"To me the old version of ur app was better bcos in the transaction history it will state the amount that was sent but in ur new version nothing like that, then the space for sell recharge card and earn commission is also not available, please work on it and mobile reception has gone completely blank on my phone.",Network Quality,total_outage
C004398,"When i have enough data still telling me to wait for 24 hours my wifi connection has failed i waited and keep saying dis for like 5days i ghave to delete the app on my phone i totally wasted my mb to download this app, but every outgoing call disconnects immediately the other party picks up.",Network Quality,frequent_call_drops
C004399,Airtel how do I have 3 million minutes of airtime but I can never see my data balance?!?! Where did the 3 million minutes come from??? Why can I never see my data balance??? What is wrong with your app and my voice call keeps muting and dropping due to unstable cell coverage.,Network Quality,frequent_call_drops
C004400,"I don't understand this auto-verification thing during registration. When the OTP is sent to the phone number, there is no way to write it in, while ""auto-verifiying the OTP sent to ..""is displayed on the OTP page Could it be because my Airtel SIM card is in another android phone but my airtime was forcefully deducted for a daily horoscope service I never opted into.",Billing & VAS,forced_subscription
C004401,Your data plans are too expensive compared to other network services. Why are you charging #300 for 1gig JUST FOR ONE DAY??? whereas other network charge same #300 for 1gig and more and its for 7 DAYS. Im outta of ur services for now. I'll return wen its cheaper and mobile reception has gone completely blank on my phone.,Network Quality,total_outage
C004402,"Customer Care support poor. I sent a series of messages both in app chat, Facebook, messenger, Instagram account And no single response. Wrong transaction occurred this morning from Palm pay user to Palm pay user as well, the sender institution was wrongfully chose as opay instead of Palm pay and The Money was deducted the refund wasn't DONE And recipient didn't got it too but the fund was debited without refund since 9: am Please opay refund The Money Back, please investigate this line because con artists are using it to impersonate telecom agents.",Fraud,reported_scam
C004403,"It stops working sometimes, especially when I need data the most.",Mobile Data,abnormal_data_drain
C004404,mtn is good congratulations on 25 I'm trying to load the app it isn't opening,Mobile Data,slow_internet
C004405,"I have a problem signing in and anytime I buy data I don't get credited but I loose the money, kindly unbar my SIM line, I have already updated my NIN credentials at your center.",SIM Services,sim_barred_nin
C004406,"1) Uneccesary updates all the time 2) Airtime balance, sms and bundles not available 3) The app should not use any data coz it is owned by the company Frankly speaking, Airtel services have been poor this year, am thinking of moving to telekom. Even check balances via *544# nowadays is impossible. Fake computerised customer care number too only to find out you enrolled my line into an unauthorized game club service and deducted my balance.",Billing & VAS,forced_subscription
C004407,"Kindly review the phone number history for recharge cards. Also, I want to suggest that if it's possible, the pin verification interface should be random and not remain constant, this would increase one's wallet security, and immediately an unknown caller pretending to be customer care called demanding my SIM OTP.",Fraud,reported_scam
C004408,"Taking too long to open and its inability to recharge data directly is another disheartening thing. Please this should be worked to help us enjoy better service from Access bank, kindly unbar my SIM line, I have already updated my NIN credentials at your center.",SIM Services,sim_barred_nin
C004409,"This app is useless there customer service is every poor, you will keep money for this app they will automatic recharge airtime for you and they will debit you, please and please I recharge anytime I want, I am now afraid to keep money they cus they will use all my money to recharge for me and I messaged there service no response and my voice call keeps muting and dropping due to unstable cell coverage.",Network Quality,frequent_call_drops
C004410,my glo line is barred despite submitting my nin verification details at your office in lagos.,SIM Services,sim_barred_nin
C004411,"Can't log in. I don't understand. Sent my otp,dont know where to type it but it did not complete my registration. It just keep asking me to press resend otp. Finally,it's done now but I've not received my free data . Not qualified, please investigate this line because con artists are using it to impersonate telecom agents.",Fraud,reported_scam
C004412,"My phone was stolen and I'm yet to retrieve my sim,I couldn't login to my opay app with another phone, because they keep sending code to the lost sim I used to register....can't I login with alternative code, maybe bvn or something..I need my money in that account",SIM Services,sim_barred_nin
C004413,"I have been using Fair money loan app for quite a while but I'm finding it difficult to log in the app.always getting ooops error message we can't fetch your data location 😞. blabla . I have update the app, clear cache and even uninstalled and reinstalled but I'm facing same problem 😞😞 what could be wrong? my internet and location are perfectly ok, stop renewing VAS packages on my line without my approval.",Billing & VAS,forced_subscription
C004414,"This app didn't meet my needs at all. It always shows me balance unavailable and anytime I make transfers it won't work, it'll say network unavailable every single time. Please work on the app, and maybe the network too. Get to work guys don't lazy around, because this wasn't the case of UBA mobile banking before. Please do something I am really annoyed and my SIM was restricted with prompt to visit office for NIN biometric capture.",SIM Services,sim_barred_nin
C004415,This new App is very slow and it doesn't have self recharge which is so discouraging. please work on it and mobile reception has gone completely blank on my phone.,Network Quality,total_outage
C004416,"In trying to make payment I didn't understand the error and no guide as to what to do. I have to us my bank then use the account balance to buy data, then una start deducting 50 naira daily for magic voice subscription that I never requested.",Billing & VAS,forced_subscription
C004417,"I'm beginning to hate this network service. You guys increase your data prices anytime you wake up, I even bought data today, I didn't use it and it's already 600 mb. Very annoying network service. This is not the mtn I used to know.",Mobile Data,abnormal_data_drain
C004418,"OPay has been a fine app until recently. This morning, I woke up to conduct several airtime recharges for customers. Each time I was debited and told ""transaction successful"", but no single account was credited. That is missing cash and questioned credibility. And the disconcerting part is that you guys waited until a substantial number of subscribers had lost varied amount of cash to this before sending a notification across. Please sort it out, thank you, got a fraudulent call asking me to pay money to unblock my phone line.",Fraud,reported_scam
C004419,"This app is becoming a worst app right now for some days now I have been making transactions and it has been hanging especially when I want to buy data on it, I have tried talking to the customer care representative but they just put my call on hold didn't respond to me and I talked to the robot customer care service it always told me that they are going to review it in the next 48 hours which my customers can not wait till it has been resolve I feel really bad right now, then una start deducting 50 naira daily for magic voice subscription that I never requested.",Billing & VAS,forced_subscription
C004420,"Very poor app, can't buy airtime for beneficiaries phone number, keeps rolling for 20 minutes. It exposes ones account balance unnecessarily, but every outgoing call disconnects immediately the other party picks up.",Network Quality,frequent_call_drops
C004421,"This is the worst App every, just downloaded this app,and am not able to login my Airtel number.dont waste your data on this, got a fraudulent call asking me to pay money to unblock my phone line.",Fraud,reported_scam
C004422,Fast rate of data consumption is getting annoying,Mobile Data,abnormal_data_drain
